attack	comment
0	"NEWLINE_TOKEN::::If memory serves, in addition to the Salon reference, there were a couple of college papers that discussed it, which may no longer be web searchable, but yes, the dichotomy between blogosphere and RS use seems most consistent with an intentional avoidance of the term by the latter.   "
0	NEWLINE_TOKENNEWLINE_TOKEN== LULZ ==NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENHAHAHAHAHAHA ==>
0	"`NEWLINE_TOKEN:Thank you for your request. NEWLINE_TOKEN:# It is not a campaign.NEWLINE_TOKEN:# Feel free to read the post. Skinwalker hunted it down through google, and posted it on the Veganism Talk Page.NEWLINE_TOKEN:# I have read that page. I was trying to attract attention to the article, yes. That community is full of knowledgable folk, and is an excellent resource for finding things out. Many, many people are members. I'm sorry if you view attracting others to Wikipedia as a bad thing. I did not order them to do anything. They aren't friends. I was bringing in outside voices. I have argued consistently on many topics with many of them, and I repsect the community as a good place for discussion. I do not converse with any of them other than in that community. What you see on that page is all that has happened between me and any of them in regards to Wikipedia. If you see a distinct problem with it, please let me know. None of them are meatpuppets, and I expect they'd all be fairly offended at the accusation. Feel free to contact them; they probably have contact information on their Live Journal User Info pages. Again, thank you for your request. I'm sure that you are only doing what you think is best for the encyclopedia.  `"
1	`NEWLINE_TOKEN==Brahmos==NEWLINE_TOKENThis refers to your redirect of ``Brahmos`` to BrahMos. May I respectfully suggest that you may consider if you have a neutral POV on military matters versus religious matters. May I also respectfully suggest that BrahMos is a recently coined (artificial) acronym whereas the Brahmos (religionists) have existed since at least 1828 with that appellation which by no stretch can be considered to be ``colloquial``. I trust that you shall do the right thing as per Wikipedia norms.  `
0	"NEWLINE_TOKENMr. Wolf,NEWLINE_TOKENWe need to have a serious talk about Asthma.  Have you done any reading about ASTHMA?  The Beta Adrenergic Theory is the ONLY Theory of Asthma that can be associated with one name {not including crackpots} so your question about other names insults my intelligence!!!!!!!!!!!!!!!!!!!!  Not only that but in contrast to other theories this one has been cited more than any other article in the history of the Journal of Allergy according to the GARFIELED LIBRARY at The University of Pennsylvania. NEWLINE_TOKENLast but not least, my comment would be out of place in the history section because it relates DIRECTLY to the BA2 polymorphism.  Since other polymorphisms CANNOT be related to a specific theory, much less to a specific individual, your comment doesn't make any sense."
0	"The trouble here is that we have two separate articles where we shouldn't, and that puts us into a dilemma about which article to link to. Slavophone Greeks and Aegean Macedonians are really POV forks of each other. Those are not two different groups; they are two different POV perspectives on what both sides regard as essentially a single group: The one side claims that all Slavophones in Greece are Greeks, the other claims that all are ethnic Macedonians; I have seen no reports that any of the people in question perceive of themselves and their neighbours as divided into two different minorities. Those articles should be merged (but that needs to be further discussed elsewhere.)   NEWLINE_TOKENNEWLINE_TOKEN"
1	"NEWLINE_TOKENNEWLINE_TOKENfuck you, cunt - contact whomever the fuck you want."
0	" 2011 (UTC)NEWLINE_TOKEN::::The comment on this edit.    21:59, 1 September"
0	" (UTC)NEWLINE_TOKENNEWLINE_TOKENCould an uploaded picture be used as a reference? The letter from Schulz is hanging in the school of music at FSU.   01:32, 20 September 2011"
0	"`NEWLINE_TOKEN:::Whoops, I mentally replied to this but didn't actually type it in ). I agree with you , the point of us being here is to improve the encyclopedia and there's no reason why you must' not reply on a so-called ``closed`` PR.   `"
0	NEWLINE_TOKEN:::This proves me correct: you were here within minutes.  
1	"NEWLINE_TOKENNEWLINE_TOKEN== RFK Memorial Bridge ==NEWLINE_TOKENNEWLINE_TOKENI should send an advisory to ADMINS, since I can't edit: there are people out there who are angry that the Triborough Bridge has been renamed the Robert F. Kennedy Memorial Bridge and are constantly changing it back to Triborough, these need to be reversed almost on a bi-hourly basis.   "
0	"NEWLINE_TOKEN:::::: The whole problem is your cherry picking of those very media reports. Balance in all things, I wish you would be able to understand that and apply it to the article.   "
1	"But he removed whole sentences of my comment on the talk page, that he didn't like.   Unbelievable.   He has glaring double standards and incivility and bad faith attitudes and violations.    "
1	NEWLINE_TOKEN:Article is about a Polish Voivodeship. Keep your territorial revisionism to yourself.  
0	"`NEWLINE_TOKEN:i just find it a little offensive that apparently we can't reference the enormity of his repression in the intro. ``severe repression`` just doesn't cut it for a regime that is regarded in the Western world (and many other countries as well) as one of the most extensively constructed totalitarian networks. and i have not seen 172 effectively contest the characterization of Stalinism as totalitarian aside from listing a few historians who go along with his position, which is by no means the definitive one.  `"
0	"NEWLINE_TOKENNEWLINE_TOKEN== Painter red links ==NEWLINE_TOKENNEWLINE_TOKENto your heart's desire in Maximilian Liebenwein,   "
0	"NEWLINE_TOKEN:Every time I hear this story I am reminded of the years working for summer stock theatre in Sacramento under a circus tent during the unbarably hot summers with only swamp coolers. Hot glue would melt on the props. There are still many jobs that may put one in these conditions.....and oddly enough, warehouse work is one of them.  "
0	"`NEWLINE_TOKENNEWLINE_TOKEN== more on IZE ==NEWLINE_TOKENNEWLINE_TOKEN``Note that not all spellings are interchangeable; some verbs take the -z- form exclusively, for instance capsize, seize (except in the legal phrase to be seised of/to stand seised to), size and prize (only in the ``appraise`` sense), whereas others take only -s-: advertise, advise, apprise, arise, chastise, circumcise, comprise, compromise, demise, despise, devise, disguise, and televise. Finally, the verb prise (meaning to force or lever) is spelled prize in the U.S. and prise everywhere else, including Canada.``NEWLINE_TOKENNEWLINE_TOKENMore of these words don't originally come from Greek words ending ``izein`` through the Latin ``-izare`` ending so why are they part of this section?`"
1	you bunch of asshats pushing your agenda instead of being neutrel. NEWLINE_TOKENNEWLINE_TOKEN
0	"`NEWLINE_TOKENNEWLINE_TOKEN== Plot: ==NEWLINE_TOKENNEWLINE_TOKENThe film opens with Lord Voldemort stealing the Elder wand from Albus Dumbledore's tomb and shooting a large bolt of lightning into the sky. It then cuts to Hogwarts which is no longer a colorful castle of magic, but a shadowy concentration camp surrounded by Dementors with the students being marched through the Entrance Courtyard. Severus Snape stands in the top of the castle and watches the students with a blank expression.NEWLINE_TOKENAt Shell Cottage, Harry Potter sits in front of Dobby's grave, gazing into the one way mirror. He suspects that there is a Horcrux in Bellatrix Lestrange's vault at Gringotts so he, Ron and Hermione strike a deal with Griphook: he will get them into Gringotts Wizarding Bank to find the Horcrux if they give him the Sword of Gryffindor, a bargain to which they reluctantly agree. Harry then questions Ollivander, who examines and identifies the stolen wands of Bellatrix Lestrange and Draco Malfoy. While he confirms that Draco's wand is safe to use, he cautions Harry about Bellatrix's wand, as it is ``unyielding`` and might be dangerous unless its allegiance has changed. Harry then asks him if he knows about the Deathly Hallows and Ollivander claims he does not think they exist, although Harry knows he told Voldemort about the Elder Wand and is determined to kill Voldemort first.NEWLINE_TOKENNEWLINE_TOKENWith Harry and Griphook under the Invisibility Cloak, Hermione disguised as Bellatrix and Ron as a foreign wizard with bushy facial hair, the trio and Griphook apparate to Gringotts. During the first phase of the mission Harry and Ron are forced to use the Imperius Curse on Bogrod to cover up Hermione's unsuccessful impersonation of Bellatrix. They manage to get into the vault despite their disguises being removed by The Thief's Downfall, and inside the vault they find Helga Hufflepuff's Cup, the Horcrux, but set off the Geminio curse, causing everything they touch to multiply exponentially. Griphook takes the sword from them after they get the cup, saying that he never said he would help them get out, only in. He runs for it and calls security, the trio are almost crushed by the gold and captured but Hermione gets them to jump on the back of a dragon kept as a security measure. Setting the dragon free, it wreaks havoc killing several goblins (including Bogrod), crashing through the roof and flying off with the trio on its back. After jumping off the dragon into a lake, Harry has a vision of Voldemort furiously killing Griphook and many other Gringotts employees and personnel at Malfoy Manor for allowing his Horcrux to get stolen. Choosing to keep Nagini by his side, he summons his followers and orders them to invade Hogwarts to ensure the Horcrux he hid there is still safe.NEWLINE_TOKENNEWLINE_TOKENHaving sensed Voldemort thinking of his Horcrux and Hogwarts through their connection, Harry tells the other two they have to go there and destroy it before Voldemort can get to it, and that Voldemort seems to be getting more fragile with each Horcrux destroyed. They apparate to Hogsmeade but immediately trigger alarms set up by Death Eaters, waiting for Harry. The trio are almost captured but Aberforth Dumbledore gets them safely into his home and berates them for coming to the village. Harry discovers that it was him who had been watching them through the mirror shard and him who sent Dobby to rescue them before after seeing the Two-Way mirror hung up on the wall. Aberforth provides them with food and tells them to give up on their mission, go into hiding and save themselves. Harry said that he trusts Dumbledore's judgement that the task has to be seen through no matter what, but Aberforth insists that Albus had left them a suicide mission and it was hopeless. After Harry insisted on finishing what he had started, Aberforth summoned Neville Longbottom through a secret passage behind Ariana's portrait to bring them into Hogwarts. Bruised and beaten by the Death Eaters of the staff, Neville and most of the students have been hiding in the Room of Requirement all year. They welcome Harry in with tremendous applause and jump at the idea of helping Harry finish Voldemort but Harry still doesn't know what the Horcrux looked like or where it was. After saying it might be connected to Ravenclaw, Luna suggests that Rowena Ravenclaw's Diadem might be it, despite no one alive today having seen it. Ginny arrives and after gazing at Harry for a moment tells everyone that Snape was now aware of Harry's break in and wanted everyone in the Great Hall.NEWLINE_TOKENNEWLINE_TOKENIn the hall, Snape orders anyone who may hold information regarding Harry's location to tell him immediately or face punishment. Harry then reveals himself after hiding within the crowd and rebukes Snape for standing where Dumbledore once stood as Headmaster, ordering him to tell the students the truth of how he betrayed and killed Dumbledore as Order Of The Phoenix members enter the Great Hall. Snape draws his wand in anger bu"
0	"`NEWLINE_TOKENNEWLINE_TOKEN== Copy Editing ==NEWLINE_TOKENNEWLINE_TOKENI've done some minor copy editing of the Life section, but one of the sentences doesn't flow very well:NEWLINE_TOKEN:``He also retained the hillside citrus orchards which his son had taken over before the war, but found his non-interventionist methods had led to disaster.``NEWLINE_TOKENThis sentence is unclear - which person found the methods led to disaster, Fukuoka or his father? What kind of disaster had occurred?   `"
0	"Telephony==NEWLINE_TOKENTelephony should probably have its own sub article too, so this article becomes a true overview rather than going into too much specific detail. ?Çö  NEWLINE_TOKENNEWLINE_TOKEN==Internet, etcNEWLINE_TOKENWhere should the Internet and other digital communications fit? It kind of overlaps with telephony in obvious ways but also with radio in less obvious ways (microwave and radio wave spectrum mgmt). ?Çö  "
1	"`NEWLINE_TOKEN::damn thats really annoying. Image doesn't display properly at that size. I see it was removed here, but i dont see consensus for it on the talk page of the template. Do u know if discussions were held elsewhere.  `"
0	"NEWLINE_TOKENNEWLINE_TOKEN== Effect on Other Animals? ==NEWLINE_TOKENNEWLINE_TOKENI noticed in the article that there is no mention of the device's effect on non-human animals. This is something I was genuinely curious about when reading the article: presumably animals such as dogs find the device's sound at least as unpleasant as the young people it is used to disperse. Is anyone aware of any research done into this, or have any anecdotal evidence of relevance?NEWLINE_TOKENNEWLINE_TOKENMy family considered buying a Mosquito a few years back to deter loiterers behind their house, and had a dog at the time, so this is something I've always wondered about.  "
0	"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENWhat do people think about the name of Herbert / Harbert?  Apparently it was Harbert in French, but has always been translated to Herbert for publication in English.  Which should we use?"
1	"`NEWLINE_TOKENNEWLINE_TOKENGuys, sorry for any trouble I caused. I just started using my Wikipedia account recently. When I read about the secret mailing list fiasco- I wanted to know the truth- so, not knowing that it was decided (for whatever reason) to stop pestering Durova with questions- I asked a simple question- which I did not intend to be a personal attack. Sorry if it was taken that way.NEWLINE_TOKENP.S.- I remember someone (I believe it was Neil) citing my message on an anon's talk page against me because of my comment ``I'm looking into your identity.``. There's a misunderstanding here. I used to write for a school newspaper and I was doing research on a school computer (not logged in). I found that the IP of the computer I was using had done some bad edits in the past. I decided to write an article about it and also attempt to find who was vandalizing the pages- since it was someone at my school- I never meant it as a stalker-type thing. Sorry if it was taken that way...NEWLINE_TOKEN  `"
1	"NEWLINE_TOKEN*like Tru says, it has not been agreed upon but I could say the same to you.  People agreed upon the stuff with OS, and yet you STILL reverted.  Follow your own rules. There it was CLEARLY agreed upon, yet this wasn't, you were just lucky to have a bias wiki editor.     "
1	"NEWLINE_TOKENNEWLINE_TOKEN== KOSOVA ==NEWLINE_TOKENNEWLINE_TOKENIM BACK, where are you amigo?  Let's change the world.   "
1	NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENTHIS IS THE WORSTEST SONG EVER MADE IN THE HISTORY OF HISTORY OF HISTORY!! MY EARS WERE FALLING OUT THERE SOKITS WIL I WUZ LISTENONG TO THIS STUPID AWFUL TRASH DISGUISED AT HALLOWEEN AS 'MUSIC' IS AWFUL I HATE KATY PERRY %$Y AND HER SONGS ARE A PRIME CAUSE OF DEAFNESS AND OO OPOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
0	NEWLINE_TOKENNEWLINE_TOKEN:That's certainly better.  
1	" Please do not attack other editors. If you continue, you will be blocked from editing Wikipedia. NEWLINE_TOKENNEWLINE_TOKENAnd stop accusing other editors of attacking you when you are one attacking another editor in a personal vendetta.NEWLINE_TOKEN  NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN"
1	"NEWLINE_TOKENNEWLINE_TOKEN== WikiProject Piracy participation update ==NEWLINE_TOKENNEWLINE_TOKENHello ,NEWLINE_TOKENNEWLINE_TOKENWikiProject Piracy is currently undergoing some updates and changes, and we are trying to find out who is still active in the project.  You are currently listed as a participant on the list of participants, and we would like for you to update your status.  Please move your name to the section that best describes your activity in the project:NEWLINE_TOKENNEWLINE_TOKEN*Active - still active and interested within the scope of the WikiProject.NEWLINE_TOKEN*Semi-Active - still active on Wikipedia, but not as active in regards to the WikiProject.NEWLINE_TOKEN*Former Members - a catch-all classification for those editors who are not active on Wikipedia, those that are still on Wikipedia, but no longer part of this WikiProject, or those that have otherwise not moved their names to another classification yet.NEWLINE_TOKENNEWLINE_TOKENThank you,NEWLINE_TOKEN  "
0	NEWLINE_TOKENNEWLINE_TOKEN== Harut Grigorian ==NEWLINE_TOKENNEWLINE_TOKENWould you please undelete this page? It's been edited by other people other than the creator and is a useful page about a growing star in the sport. The creator made this before he/she was banned and it's only benefical to the wiki.  
1	"NEWLINE_TOKENNEWLINE_TOKENGod, given that I have been accused of having an account 'The_Maiden_City' which I believe is currently blocked I don't see how my accusers have made comparisons in contributions and times?It is a bit tedious to troll through dozens of discussions to find contributions and timings but where do I post my findings?  "
1	` NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN== Shame ==NEWLINE_TOKENThis user is extremely shameful.    (I have signed my message)NEWLINE_TOKENNEWLINE_TOKEN`
1	NEWLINE_TOKENNEWLINE_TOKEN== Thanks for the colon! o ==NEWLINE_TOKENNEWLINE_TOKENI didn't realize that missing a  could make such trouble. Thanks! ?Çö'''' ( / slap me) 
1	"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN==SNowspinners true colours==NEWLINE_TOKENNEWLINE_TOKEN:SnowspinnerTAB_TOKENSo, Irate just hit upon a fascinating new aspect of personal attack paroles brought up by the new blocking behavior.NEWLINE_TOKEN:Denelson83_IPATAB_TOKENAnd that would be...?NEWLINE_TOKEN:SnowspinnerTAB_TOKENIn that he's managed to make a personal attack... while blocked for personal attacks.NEWLINE_TOKENPhroziacTAB_TOKENdayum!NEWLINE_TOKEN:Denelson83_IPATAB_TOKENOf courseNEWLINE_TOKEN:SnowspinnerTAB_TOKENNow what does one do?NEWLINE_TOKEN:SnowspinnerTAB_TOKEN(I picked ``Reblock for a week and tell him I'll protect his page if he keeps it up.``)NEWLINE_TOKEN:MattCryptoTAB_TOKENSnoswpinner  protect the pageNEWLINE_TOKEN:SnowspinnerTAB_TOKEN(Prediction: He will personally attack me in response.NEWLINE_TOKENNEWLINE_TOKENI'm sure snowsoiner considers any defence against himself to be an attack. NEWLINE_TOKENNEWLINE_TOKEN==Some more==NEWLINE_TOKEN:SnowspinnerTAB_TOKENOh. Hi Irate. Didn't see you in there.NEWLINE_TOKEN:=-=TAB_TOKENMode #wikipedia +o Snowspinner by ChanServNEWLINE_TOKEN:=-=TAB_TOKENMode #wikipedia +b *!*Irate@217.44.39.* by SnowspinnerNEWLINE_TOKEN:=-=TAB_TOKENYOU (Irate) have been booted from #wikipedia by Snowspinner (Snowspinner)NEWLINE_TOKEN `"
1	NEWLINE_TOKENNEWLINE_TOKEN==Article editor issue==NEWLINE_TOKENThe article appears to have been written by a Cor-Bon employee.
0	", 4 June 2007 (UTC)NEWLINE_TOKENNEWLINE_TOKEN:Thanks Andman8.  05:51"
1	`NEWLINE_TOKEN::Don't make me laugh.   `
1	"NEWLINE_TOKENNEWLINE_TOKEN== Nonsense ==NEWLINE_TOKENNEWLINE_TOKEN#Please refrain from adding nonsense to Wikipedia, as you did to User talk:Otheruses. It is considered vandalism. If you would like to experiment, use the sandbox.   "
0	`Bacardi ===NEWLINE_TOKEN``Its popularity is evidenced by its prominent role in recent Bacardi advertisements.`` NEWLINE_TOKENThe adveritsing campaign is hardly evidence of the popularity NEWLINE_TOKENof the cocktail. This sentence seems to be an advertisementNEWLINE_TOKENfor Bacardi. The use of ``recent`` is non-encyclopedic; thereNEWLINE_TOKENis no indication of what time frame is considered ``recent``.NEWLINE_TOKENNEWLINE_TOKEN== `
0	NEWLINE_TOKENNEWLINE_TOKENI dont have to explain myself to you the only way i dont sign is if im in a hurry. Wrestlinglover420
1	`sure the ``you're so immature`
0	NEWLINE_TOKEN:Great work. I added some facts to some areas that we could improve sourcing on. I will gladly help with finding those sources over the next couple days. / 
1	NEWLINE_TOKENNEWLINE_TOKENfirst things first. you're a fucking weirdo visiting graves of people you've never obviously met. second; I would assume as controversial a person as she is they won't lay a stone for a bit after her death. knowing the creepers of america such as yourself as example - the internet hasn't seen shit yet on the crap the internet will be flooded with as far as pictures of that stone being vandalized. ps people like you scare the shit out of me.
1	"`NEWLINE_TOKENNEWLINE_TOKEN== Anarchism as a form of Libertarianism? ==NEWLINE_TOKENNEWLINE_TOKENRegarding the sentence in the Anarchism section: ``Some libertarians are anarchists, believing that the essential functions of government, such as courts and national defense, can be provided by private firms.``NEWLINE_TOKENNEWLINE_TOKENClearly, such a controversial claim requires a reliable source.`"
0	Violent historical suppresion of the Left:
0	"You can read more about smart ways to research stuff on the web at WP:Search Engine Test. Don't hesitate to ask if you have further questions, I'd be glad to help. "
1	 and where is a strict admin when you need one to preside
1	"`NEWLINE_TOKENNEWLINE_TOKENDon't know how to communicate with you - hope this works. There is an individual who has been claiming for years that a Ph.D. was conferred by LEU in 2000 and using that bogus claim to claim to be academically qualified to assume leadership positions in the health care industry (currently a CEO for a small rural hospital. LEU closed in 1981 (ISBE) and never offered any degree above a Bachelors (again ISBE). This same individual because of this claim of academic credentials accepted an invitation to a White House sponsored event on National Security planning and was also quoted in a National Security article - all as academically qualified and credentials to be addressed as ``Dr`` and make comments, offer recommendations. Now - do YOU want someone like that using Wikipedia to support his false academic claims by removing legitimate information backed up by a department phone number for the Closed Schools Department of the Illinois State Board of Education (ISBE)? Trying to prevent this individual from using Wikipedia in support of his bogus Ph.D. claims from LEU - is why we got involved in re-entering the information as often as it is removed by the individual (which - check the ``history`` - has been busy doing!) If you need specifics from the ISBE proving that the Ph.D. claim is absolutely bogus - provide a way to forward an email from the ISBE to you or to Wikipedia.`"
1	NEWLINE_TOKENNEWLINE_TOKEN== Howdy! ==NEWLINE_TOKENNEWLINE_TOKENWell what rock did you crawl out from under? Considering how many have been falling out of the air lately aren't you supposed to be busy fixing helicopters?NEWLINE_TOKENNEWLINE_TOKENSigned - Your Friend Wickzilla.NEWLINE_TOKENNEWLINE_TOKENPS. In between quietly working to help undermine Wikipedia I will be watching you here on Wiki.
0	NEWLINE_TOKENNEWLINE_TOKEN== Urrrppp ==NEWLINE_TOKENNEWLINE_TOKENYou wanna have my love? Burp!!!  
1	"`NEWLINE_TOKENNEWLINE_TOKEN== Need your help, seriously ==NEWLINE_TOKENNEWLINE_TOKENI recently voted to help you in your RFA, and now I need your help.  I've been accused of being a so-called ``sockpuppet`` (alias account) and I requested to be unblocked and this user  is giving me a hard time.  I have to suspect he might be playing the game as well, posting denial comments and I seem to be getting nowhere.  I wasn't warned about being blocked and I think this block violates the very principles of WP:FAITH.    `"
0	"NEWLINE_TOKEN::  this is likely vandalism - I have gutted the article until such time as references can be found, at that stage info can be re-added.  "
1	"NEWLINE_TOKENNEWLINE_TOKENI just hope I'm talkin' to the RickK who's got the good fortune to be given a job here when, with his ignorance, arrogance and downright cheek, wouldn't be employed by anyone with an ounce of sense!NEWLINE_TOKENNEWLINE_TOKENDave"
1	"NEWLINE_TOKENNEWLINE_TOKEN::Thank you, Padillah. That makes sense. But, you do realize the mentoring advice you were giving me there was to not use editors names on the talk page of an article. It is disingenuous for you to refer to it as advice to me that applied to everything I wrote.   NEWLINE_TOKENNEWLINE_TOKEN"
1	"? It certainly seems ironic, if not inconsistent, for Wiki to do that"
1	"NEWLINE_TOKEN:::::::::::I have not, to date, been provided with any evidence that any creditable historian would support the current article's jewish bias, something which I have reason to believe even Zionists would themselves repudiate. Please explain your last remark, bearing in mind that this this is not a tutorial in some second rate colonial university.  "
0	NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN==WP:Romania==NEWLINE_TOKENFor example how do I get to upload this picture w/o having to bug the one who produced it?NEWLINE_TOKENNEWLINE_TOKEN
0	"`NEWLINE_TOKENNEWLINE_TOKEN== Transliteration ==NEWLINE_TOKENNEWLINE_TOKENWould anyone with a knowledge of Ukrainian/Russian transliteration into English go through this article and ensure consistency with our guidelines? These are WP:UKROM and WP:RUROM? It is getting a bit confusing, with Aleksandrs and Alexanders, Andreis and Andreys, &c.; It would be much appreciated.  ?Çö  `"
0	"NEWLINE_TOKENNEWLINE_TOKEN== Reversions at Occupy movement and Occupy Oakland ==NEWLINE_TOKENPlease, when you have a moment: Is Occupy Oakland ongoing or defunct?   (UTC"
1	"NEWLINE_TOKENNEWLINE_TOKENEvidently it is one rule for unfavorable accounts and another for bitches like Katieh5758 who can flout every rule and get away without a hint of a warning and all thanks to unfit admins. Well if that's the way it is, Fuck you Smalljim. Catch cancer and die as soon as possible.   "
0	"NEWLINE_TOKENNEWLINE_TOKEN*Hey Dan100, thanks, the first sensible thing I heard about my page in a while!"
0	" NEWLINE_TOKENAlso, the monsters page has something with Devilrus on it. Who is putting in this information?  "
0	"Harry Littlewood is a British actor who has appeared in Z Cars, Softly Softly, The Saint, Never The Twain, Families, The Bill, Casualty, Edward And Mrs Simpson, Bergerac and Howard's Way''NEWLINE_TOKENNEWLINE_TOKENLittlewood, HarryNEWLINE_TOKENLittlewood, HarryNEWLINE_TOKENLittlewood, Harry"
0	"`NEWLINE_TOKEN::Hmm, okay. If you do happen to check again and the edits are coming from a 79.xx.xx.xx range in the UK, this could be a returning problem. I don't think it is, but there are some odd coincidences. ?åÆ?á?á?á`"
0	"`NEWLINE_TOKENNEWLINE_TOKEN== Miley Cyrus discography ==NEWLINE_TOKENNEWLINE_TOKENSorry it took me such a long time, but I haven't checked the top of the page in a while. Your comment about the language parameters are all taken care of. Thank you )   *  `"
0	"NEWLINE_TOKEN::Seems official enough, but probably best to wait for official BBC announcement. They're making The Cell 2? Dear God...  "
0	"`NEWLINE_TOKENNEWLINE_TOKENPrakrit did not derive from ``Classical Sanskrit``, a form that was not formed until 1st century, and there are may questions regarding PRakrits relation to what is now called Vedic Sanskrit, they probably both share a parent language, the Prakrit can also be compared to slang, street or common talk with all sorts of allowable simplifications, while the Sanskrit was highly ARYA-sticratic`"
0	NEWLINE_TOKEN==Image==NEWLINE_TOKENIs there an image for use on the R&B; and Soul Music Portal which is not a fair use image and is a copyright free or public domain image?  |  
1	"`Nonsense. There is no article on constituent entity and no suggestion that it is a term. It is simply used, and was agreed through a consensus, as two words to avoid edit wars and to facilitate the inclusion of a footnote explaining a controversy of actual terminology. You are simply clutching at ever more farcical straws. \ NEWLINE_TOKENNEWLINE_TOKEN`"
1	"NEWLINE_TOKENNEWLINE_TOKEN==Featured Article and Good Article ==NEWLINE_TOKENI was thinking of nominating Introduction to QM for Featured Article status. I looked at the archived page, for the previous nomination, and it was one oppose after another. One oppose emphasized  the lack  of in line citations. It seems that people, (the reviewing editors) couldn't get it that this stuff is basic and found in hundreds of texbooks if not a couple thousand textbooks. Not to mention the populariaztion of this subject in other books, which can give some understanding of the concepts. Also, I am sure the Feynman and Einstein can be counted on knowing what they are talking about. (Einstein wrote a book right?). I still might nominate anyway, since there is a big block of references and links listed. NEWLINE_TOKENNEWLINE_TOKENI took a look at GA, but I am not sure yet what it would take for GA, and there is a backlog. With the backlong why not just go for FA (I ask myself)? Anyway, I just wanted to let you know I was checking this stuff out.  NEWLINE_TOKENNEWLINE_TOKENWell, this page gets attracts alot of viewers anyway. Checking the stats: 16,386 views in June, and 16,788 views in July. (Some of those would be mine ha ha).    "
0	NEWLINE_TOKENPepper Derogatory term used by English Canadians
1	NEWLINE_TOKENNEWLINE_TOKEN== Poop boy ==NEWLINE_TOKENNEWLINE_TOKENYou. Poop. Poop boy. Poop. Poop poop poop poop poop poop poop poop poop boy. Youuuuuuuuuuu!  
0	NEWLINE_TOKENNEWLINE_TOKENI just saw that match and that was the first time I had heard it. Thank you.   
1	"Extended comments about thisNEWLINE_TOKENThe comments by BritishWatcher show the problems at present.NEWLINE_TOKENNEWLINE_TOKENI gave him a simple choice, assume good faith and take me at my word, or buy the book. Instead he chose option C, whine and assume bad faith.NEWLINE_TOKENNEWLINE_TOKENHe asserts I have not provided an alternate text written from the source instead of the current text. If he had bothered to read the discussion, he would realise I have said more than once that it is not possible to construct an accurate, non-misleading sentence that belongs in the lead of the article from that source. So I cannot do that.NEWLINE_TOKENNEWLINE_TOKENThe problems are quite simple:NEWLINE_TOKENNEWLINE_TOKEN*The original sentence which was copied to the lead (complete with egregious modifications of the original sentence to mean something completely different!) did not match the source, and is therefore unsourced.NEWLINE_TOKEN*It is impossible to construct an accurate, non-misleading sentence that belongs in the lead of the article from that source.NEWLINE_TOKEN*Various editors have produced no sources at all to support any figures about injuries or opinions they have said should be included in the lead.NEWLINE_TOKEN*Various editors refuse to allow an unsourced (as the text does not match the source in any way) sentence to be removed from the article. They are so insistent on retaining an incorrect, unsourced sentence. Not only that, they keep proposing equally incorrect, unsourced sentences that either cite zero sources or inaccurately cite the existing source.NEWLINE_TOKEN*I have asked many times why the reader should be misled. It is quite telling that nobody dare give me a straight policy based answer to that question, especially when the protection policy allows for its removal.NEWLINE_TOKENNEWLINE_TOKENWhen one side's discussion involves nothing more than assumptions of bad faith, stalling, stonewalling and making things up from thin air, it is obvious where the problem lies.   NEWLINE_TOKENNEWLINE_TOKEN"
1	"NEWLINE_TOKEN::::Yep, I accidentally deleted the two cites from 538 and IGN; that is on me. I had grown accustomed to you and DM trying to shove your incorrect interpretation of PRIMARY down our throats and didn't pay as close attention. Like I said, mea culpa. I've reinstated them.NEWLINE_TOKEN::::The entirety of my argument has been, from the beginning of this matter, regards the lack of secondary sources explicitly stating what you want to add. This means a reliable source that talks about what chapters were used in what episode. You get those, and my problem vanishes. We cannot use the primary source of the book because it requires the evaluative effort of a wiki editor to make a comparison. -   NEWLINE_TOKENNEWLINE_TOKEN"
1	"`NEWLINE_TOKENNEWLINE_TOKEN==Civility==NEWLINE_TOKENNo offense, but I really - truly do not care.  I won't edit even a letter, because I said it the way I meant it.  Come what may, I don't edit or censor my speech for anyone, especially not some online encyclopedia.  It's just not important enough.  I couldn't care less about the editors or administrators or ``crats`` or Jimmy Wales himself.  You're all just people - in the latter case a person who has done something extraordinary for certain - but no one that I will make any special provisions for.  You have to earn that.?Çö''''''  W `"
1	NEWLINE_TOKENNEWLINE_TOKENVandalism is better them DOLBOEBISM I guess.
